latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),soil_temperature_0_to_7cm (°C),pressure_msl (hPa)
2024-11-12T15:00,4.0,86,0.00,100,1028.9,7.1,5.1,1033.7
2024-11-12T16:00,3.9,88,0.00,97,1028.9,5.0,4.9,1033.7
2024-11-12T17:00,3.9,88,0.00,100,1028.6,3.3,4.8,1033.4
2024-11-12T18:00,3.7,89,0.00,99,1028.5,0.6,4.7,1033.3
2024-11-12T19:00,3.5,90,0.00,100,1028.4,3.6,4.5,1033.2
2024-11-12T20:00,3.1,92,0.00,100,1028.3,2.6,4.3,1033.1
2024-11-12T21:00,3.5,91,0.00,100,1028.2,4.1,4.3,1033.0
2024-11-12T22:00,3.6,91,0.00,100,1027.8,4.6,4.3,1032.6
2024-11-12T23:00,3.7,90,0.00,100,1027.5,6.1,4.3,1032.3
2024-11-13T00:00,3.8,90,0.10,100,1027.2,6.9,4.3,1032.0
2024-11-13T01:00,4.2,91,0.10,100,1026.4,7.7,4.7,1031.2
2024-11-13T02:00,4.4,91,0.10,100,1025.9,9.1,4.7,1030.7
2024-11-13T03:00,4.5,92,0.10,100,1025.3,8.1,4.7,1030.1
2024-11-13T04:00,4.7,94,0.10,100,1025.0,7.6,4.8,1029.8
2024-11-13T05:00,4.8,97,0.00,100,1024.7,7.3,4.9,1029.5
2024-11-13T06:00,4.8,97,0.00,100,1024.5,7.5,4.9,1029.3
2024-11-13T07:00,5.1,96,0.00,100,1024.5,7.9,5.0,1029.3
2024-11-13T08:00,5.4,94,0.00,100,1024.6,9.9,5.2,1029.4
2024-11-13T09:00,6.0,92,0.00,100,1024.9,11.5,5.5,1029.7
2024-11-13T10:00,6.5,90,0.00,97,1025.0,11.6,5.8,1029.8
2024-11-13T11:00,7.2,87,0.00,89,1024.5,11.3,6.4,1029.3
2024-11-13T12:00,7.9,81,0.10,67,1024.2,9.5,6.9,1028.9
2024-11-13T13:00,7.8,82,0.00,45,1023.8,6.4,7.2,1028.5
2024-11-13T14:00,7.6,83,0.00,55,1023.6,5.4,7.3,1028.3
2024-11-13T15:00,6.6,88,0.00,39,1023.4,3.9,6.9,1028.2
2024-11-13T16:00,5.6,90,0.00,28,1023.3,4.2,6.2,1028.1
2024-11-13T17:00,4.9,90,0.00,18,1023.2,2.2,5.4,1028.0
2024-11-13T18:00,4.2,92,0.00,26,1023.2,4.5,4.8,1028.0
2024-11-13T19:00,3.9,92,0.00,94,1022.9,5.4,4.4,1027.7
2024-11-13T20:00,3.6,93,0.00,100,1022.8,7.6,4.0,1027.6
2024-11-13T21:00,3.5,94,0.00,100,1022.5,8.2,3.8,1027.3
2024-11-13T22:00,3.5,97,0.00,100,1022.2,8.3,3.8,1027.0
2024-11-13T23:00,3.8,96,0.00,99,1021.5,9.5,3.9,1026.3
2024-11-14T00:00,3.2,96,0.00,20,1020.9,10.4,3.8,1025.7
2024-11-14T01:00,2.9,97,0.00,69,1020.4,11.5,3.9,1025.2
2024-11-14T02:00,3.3,95,0.00,100,1019.4,12.4,3.9,1024.2
2024-11-14T03:00,3.9,94,0.00,100,1018.7,12.8,4.1,1023.5
2024-11-14T04:00,4.3,94,0.00,100,1018.2,12.1,4.3,1023.0
2024-11-14T05:00,4.7,94,0.10,100,1017.6,12.4,4.5,1022.4
2024-11-14T06:00,5.1,96,0.00,100,1017.2,12.3,4.7,1022.0
2024-11-14T07:00,5.6,96,0.10,100,1017.1,11.2,4.9,1021.8
2024-11-14T08:00,6.3,97,0.00,100,1016.9,10.7,5.3,1021.6
2024-11-14T09:00,7.6,94,0.00,100,1017.1,13.1,5.8,1021.8
2024-11-14T10:00,8.7,89,0.00,87,1017.2,13.0,6.4,1021.9
2024-11-14T11:00,9.4,77,0.00,100,1016.8,14.5,7.1,1021.5
2024-11-14T12:00,9.4,77,0.00,100,1016.3,14.5,7.6,1021.0
2024-11-14T13:00,8.4,88,0.10,100,1016.4,13.3,7.1,1021.1
2024-11-14T14:00,8.2,85,0.00,100,1016.2,14.0,7.2,1020.9
2024-11-14T15:00,8.0,85,0.00,100,1016.8,13.7,7.2,1021.5
2024-11-14T16:00,8.0,83,0.00,100,1017.1,12.3,7.1,1021.8
2024-11-14T17:00,7.9,83,0.00,100,1017.2,11.9,7.0,1021.9
2024-11-14T18:00,7.8,83,0.00,100,1017.6,10.8,6.9,1022.3
2024-11-14T19:00,7.5,84,0.00,100,1017.8,9.4,6.8,1022.5
2024-11-14T20:00,7.0,87,0.00,100,1018.2,9.7,6.6,1022.9
2024-11-14T21:00,6.7,90,0.00,100,1018.7,9.5,6.4,1023.4
2024-11-14T22:00,6.7,90,0.00,100,1019.0,9.6,6.4,1023.7
2024-11-14T23:00,6.4,92,0.00,99,1019.1,9.8,6.4,1023.8
2024-11-15T00:00,5.8,94,0.00,99,1019.0,9.3,6.2,1023.8
2024-11-15T01:00,5.1,98,0.00,100,1019.3,8.3,6.3,1024.1
2024-11-15T02:00,5.0,99,0.00,100,1019.1,8.4,6.0,1023.9
2024-11-15T03:00,4.9,99,0.00,100,1019.0,8.1,5.8,1023.8
2024-11-15T04:00,4.8,100,0.00,100,1018.8,8.4,5.8,1023.6
2024-11-15T05:00,4.8,100,0.00,100,1019.1,8.7,5.7,1023.9
2024-11-15T06:00,4.7,100,0.00,100,1019.2,10.3,5.7,1024.0
2024-11-15T07:00,4.7,99,0.00,100,1019.2,10.4,5.6,1024.0
2024-11-15T08:00,5.0,97,0.00,100,1019.5,12.1,5.7,1024.3
2024-11-15T09:00,5.7,94,0.00,100,1019.4,12.3,6.0,1024.2
2024-11-15T10:00,6.6,90,0.00,100,1019.6,13.3,6.5,1024.3
2024-11-15T11:00,7.1,90,0.00,100,1019.2,13.3,6.8,1023.9
2024-11-15T12:00,7.9,88,0.00,100,1019.1,14.6,7.1,1023.8
2024-11-15T13:00,9.1,81,0.00,93,1019.1,12.5,7.6,1023.8
2024-11-15T14:00,9.2,81,0.00,100,1018.8,12.4,7.8,1023.5
2024-11-15T15:00,8.9,83,0.00,100,1018.7,12.1,7.8,1023.4
2024-11-15T16:00,8.8,86,0.10,100,1018.6,13.2,7.7,1023.3
2024-11-15T17:00,8.6,88,0.00,100,1018.5,13.5,7.7,1023.2
2024-11-15T18:00,8.5,88,0.00,100,1018.6,13.8,7.7,1023.3
2024-11-15T19:00,8.4,88,0.00,100,1018.5,13.7,7.6,1023.2
2024-11-15T20:00,8.3,88,0.00,100,1018.6,13.5,7.6,1023.3
2024-11-15T21:00,8.2,88,0.00,100,1018.3,12.8,7.6,1023.0
2024-11-15T22:00,8.1,89,0.00,100,1018.1,12.3,7.5,1022.8
2024-11-15T23:00,8.0,88,0.00,100,1017.8,12.0,7.5,1022.5
2024-11-16T00:00,7.8,87,0.00,100,1017.4,12.2,7.5,1022.1
2024-11-16T01:00,8.1,83,0.00,93,1016.9,12.4,7.8,1021.6
2024-11-16T02:00,7.6,82,0.00,3,1016.4,13.3,7.6,1021.1
2024-11-16T03:00,6.5,85,0.00,1,1016.0,13.4,7.1,1020.7
2024-11-16T04:00,5.6,89,0.00,2,1015.7,12.2,6.5,1020.4
2024-11-16T05:00,5.1,90,0.00,3,1015.5,12.1,6.1,1020.2
2024-11-16T06:00,4.8,91,0.00,35,1015.1,11.8,5.7,1019.9
2024-11-16T07:00,4.6,92,0.00,9,1014.9,12.2,5.4,1019.7
2024-11-16T08:00,5.2,89,0.00,2,1014.8,13.8,5.4,1019.5
2024-11-16T09:00,6.3,82,0.00,14,1014.2,14.7,5.9,1018.9
2024-11-16T10:00,6.9,78,0.00,43,1013.6,16.3,6.6,1018.3
2024-11-16T11:00,7.6,71,0.00,77,1013.0,18.2,7.1,1017.7
2024-11-16T12:00,7.9,68,0.00,100,1012.3,17.2,7.4,1017.0
2024-11-16T13:00,7.0,69,0.00,100,1011.7,14.9,7.0,1016.4
2024-11-16T14:00,6.7,72,0.00,100,1010.9,13.5,6.9,1015.6
2024-11-16T15:00,6.6,73,0.00,100,1010.6,13.5,6.8,1015.3
2024-11-16T16:00,6.6,74,0.00,91,1010.0,14.4,6.6,1014.7
2024-11-16T17:00,6.5,74,0.00,100,1009.4,14.9,6.4,1014.1
2024-11-16T18:00,6.4,74,0.00,100,1008.9,14.5,6.3,1013.6
2024-11-16T19:00,6.4,74,0.00,100,1008.1,14.6,6.2,1012.8
2024-11-16T20:00,6.5,76,0.00,100,1007.5,14.3,6.2,1012.2
2024-11-16T21:00,6.6,76,0.00,100,1006.9,14.6,6.2,1011.6
2024-11-16T22:00,6.6,75,0.00,100,1006.4,15.3,6.2,1011.1
2024-11-16T23:00,6.4,76,0.00,100,1005.8,15.3,6.2,1010.5
2024-11-17T00:00,6.4,76,0.00,100,1005.0,14.5,6.2,1009.7
2024-11-17T01:00,6.4,81,0.00,100,1004.4,13.1,6.3,1009.1
2024-11-17T02:00,6.3,82,0.10,100,1003.9,15.2,6.3,1008.6
2024-11-17T03:00,6.2,85,0.10,100,1003.2,15.5,6.2,1007.9
2024-11-17T04:00,6.1,88,0.70,100,1002.5,16.2,6.2,1007.2
2024-11-17T05:00,6.0,92,1.10,100,1001.9,18.2,6.2,1006.6
2024-11-17T06:00,6.1,93,0.20,100,1001.4,18.5,6.2,1006.1
2024-11-17T07:00,6.3,93,0.10,100,1001.0,17.7,6.2,1005.7
2024-11-17T08:00,6.5,92,0.00,100,1000.9,17.7,6.3,1005.6
2024-11-17T09:00,6.9,90,0.10,100,1000.4,18.9,6.5,1005.0
2024-11-17T10:00,7.1,88,0.40,100,999.9,18.0,6.6,1004.5
2024-11-17T11:00,7.1,90,0.30,100,999.5,18.7,6.8,1004.1
2024-11-17T12:00,7.5,90,0.10,100,999.0,19.5,6.9,1003.6
2024-11-17T13:00,6.9,86,0.10,82,999.6,22.2,7.2,1004.2
2024-11-17T14:00,6.7,88,0.10,56,999.3,21.2,7.2,1003.9
2024-11-17T15:00,6.0,86,0.30,6,999.1,18.2,6.7,1003.8
2024-11-17T16:00,5.7,84,0.00,3,999.1,17.6,6.2,1003.8
2024-11-17T17:00,5.5,82,0.00,97,999.2,18.7,5.8,1003.9
2024-11-17T18:00,5.2,83,0.00,100,999.6,20.8,5.7,1004.3
2024-11-17T19:00,5.1,84,0.00,85,1000.0,19.9,5.6,1004.7
2024-11-17T20:00,4.5,85,0.00,100,1000.2,19.0,5.4,1004.9
2024-11-17T21:00,4.3,86,0.00,100,1000.4,18.6,5.1,1005.1
2024-11-17T22:00,4.5,86,0.00,100,1000.4,18.8,5.0,1005.1
2024-11-17T23:00,4.4,86,0.00,100,1000.6,18.9,4.9,1005.3
2024-11-18T00:00,4.6,84,0.00,100,1000.6,19.5,5.0,1005.3
2024-11-18T01:00,4.3,84,0.00,100,1000.5,17.6,5.1,1005.2
2024-11-18T02:00,4.0,85,0.00,85,1000.4,20.3,4.8,1005.1
2024-11-18T03:00,2.9,89,0.30,98,1000.2,15.5,4.5,1004.9
2024-11-18T04:00,3.3,92,0.00,100,999.9,16.2,4.2,1004.6
2024-11-18T05:00,3.4,90,0.00,31,999.6,16.6,4.1,1004.3
2024-11-18T06:00,3.0,89,0.00,28,999.6,16.5,3.9,1004.3
2024-11-18T07:00,2.7,90,0.00,16,999.6,15.8,3.6,1004.3
2024-11-18T08:00,3.2,88,0.00,31,1000.0,16.3,3.7,1004.7
2024-11-18T09:00,4.0,84,0.00,74,1000.1,21.7,4.1,1004.8
2024-11-18T10:00,4.8,79,0.00,100,1000.3,24.5,4.6,1005.0
2024-11-18T11:00,5.2,76,0.10,100,1000.4,25.5,5.0,1005.1
2024-11-18T12:00,5.6,74,0.20,39,1000.4,20.7,5.3,1005.1
2024-11-18T13:00,6.1,70,0.10,35,1000.5,21.7,5.7,1005.2
2024-11-18T14:00,5.7,74,0.00,87,1001.1,18.1,5.7,1005.8
2024-11-18T15:00,5.3,75,0.00,48,1001.5,17.2,5.5,1006.2
2024-11-18T16:00,4.7,76,0.00,12,1001.9,17.3,5.1,1006.6
2024-11-18T17:00,4.3,79,0.00,44,1002.2,17.0,4.7,1006.9
2024-11-18T18:00,4.2,79,0.00,13,1002.4,17.4,4.4,1007.1
2024-11-18T19:00,3.9,80,0.00,44,1002.7,17.2,4.1,1007.4
2024-11-18T20:00,3.6,82,0.00,81,1002.8,16.7,3.9,1007.5
2024-11-18T21:00,3.4,82,0.00,100,1002.9,15.6,3.6,1007.6
2024-11-18T22:00,3.1,84,0.00,89,1003.2,15.0,3.4,1007.9
2024-11-18T23:00,2.9,85,0.00,82,1002.9,13.9,3.3,1007.6
2024-11-19T00:00,2.5,86,0.00,100,1002.6,12.8,3.0,1007.3
2024-11-19T01:00,1.9,87,0.00,100,1002.6,10.3,2.6,1007.3
2024-11-19T02:00,1.6,88,0.00,100,1002.0,9.5,2.4,1006.7
2024-11-19T03:00,1.6,88,0.00,100,1001.0,9.3,2.3,1005.7
2024-11-19T04:00,1.6,87,0.00,100,999.9,9.8,2.3,1004.6
2024-11-19T05:00,1.8,88,0.00,100,998.9,10.6,2.4,1003.6
2024-11-19T06:00,2.1,91,0.20,100,997.3,9.9,2.5,1002.0
2024-11-19T07:00,2.2,93,0.50,100,995.5,10.5,2.7,1000.2
2024-11-19T08:00,2.3,96,0.80,100,993.8,14.3,2.8,998.5
2024-11-19T09:00,1.6,100,1.20,100,991.6,15.1,2.9,996.3
2024-11-19T10:00,1.6,99,2.30,100,989.2,14.2,2.8,993.9
2024-11-19T11:00,2.1,99,3.70,100,986.0,19.6,2.8,990.7
2024-11-19T12:00,4.4,97,1.40,100,983.6,11.5,3.2,988.2
2024-11-19T13:00,6.6,96,0.90,100,983.2,14.1,4.2,987.8
2024-11-19T14:00,9.5,93,0.70,100,982.1,24.3,5.3,986.6
2024-11-19T15:00,9.2,95,1.40,100,981.5,20.6,6.2,986.0
2024-11-19T16:00,8.3,97,4.60,100,980.0,7.8,6.5,984.5
2024-11-19T17:00,7.0,97,5.50,100,979.5,11.6,6.5,984.0
2024-11-19T18:00,5.3,96,1.90,100,979.2,14.4,6.1,983.8
2024-11-19T19:00,4.0,95,0.60,100,979.9,21.0,5.6,984.5
2024-11-19T20:00,1.7,98,0.40,100,981.5,19.5,4.7,986.1
2024-11-19T21:00,1.5,96,0.20,100,982.4,21.4,4.1,987.1
2024-11-19T22:00,1.4,95,0.00,100,983.4,19.9,3.6,988.1
2024-11-19T23:00,1.4,95,0.00,100,984.3,16.6,3.3,989.0
2024-11-20T00:00,1.3,97,0.00,100,984.9,16.5,3.2,989.6
2024-11-20T01:00,1.5,98,0.00,100,985.1,17.9,3.4,989.8
2024-11-20T02:00,1.8,95,0.00,100,985.4,18.9,3.3,990.1
2024-11-20T03:00,1.7,94,0.00,100,986.4,18.8,3.2,991.1
2024-11-20T04:00,1.9,91,0.00,100,987.0,18.1,3.1,991.7
2024-11-20T05:00,1.5,92,0.00,100,987.6,17.0,3.0,992.3
2024-11-20T06:00,1.5,91,0.00,100,988.5,17.9,3.0,993.2
2024-11-20T07:00,1.7,89,0.00,100,989.6,18.1,2.9,994.3
2024-11-20T08:00,1.7,88,0.00,100,990.2,16.1,3.0,994.9
2024-11-20T09:00,1.8,87,0.00,100,990.4,16.4,3.1,995.1
2024-11-20T10:00,2.1,85,0.00,100,990.6,16.9,3.3,995.3
2024-11-20T11:00,2.5,80,0.00,100,990.4,17.4,3.4,995.1
2024-11-20T12:00,2.7,79,0.00,100,990.5,16.2,3.5,995.2
2024-11-20T13:00,2.9,79,0.00,100,991.1,15.7,3.8,995.8
2024-11-20T14:00,2.7,82,0.00,58,991.3,13.7,3.7,996.0
2024-11-20T15:00,2.1,89,0.00,63,991.3,10.0,3.5,996.0
2024-11-20T16:00,1.6,92,0.00,91,991.5,11.2,3.1,996.2
2024-11-20T17:00,1.4,90,0.00,100,991.4,10.7,2.7,996.1
2024-11-20T18:00,1.6,90,0.00,100,991.2,10.8,2.6,995.9
2024-11-20T19:00,1.8,91,0.00,100,990.8,14.0,2.7,995.5
2024-11-20T20:00,1.5,88,0.00,100,991.0,17.3,2.7,995.7
2024-11-20T21:00,1.0,93,0.30,100,991.2,12.2,2.6,995.9
2024-11-20T22:00,0.9,96,0.30,100,991.3,14.4,2.4,996.0
2024-11-20T23:00,1.0,94,0.00,100,991.8,15.3,2.3,996.5
2024-11-21T00:00,1.1,92,0.00,100,992.2,14.6,2.2,996.9
2024-11-21T01:00,1.2,92,0.00,100,992.9,13.5,2.6,997.6
2024-11-21T02:00,1.0,92,0.00,100,993.4,13.4,2.4,998.1
2024-11-21T03:00,0.8,92,0.00,100,994.1,14.5,2.3,998.8
2024-11-21T04:00,0.6,91,0.00,100,994.4,15.5,2.2,999.1
2024-11-21T05:00,0.4,91,0.00,100,994.4,13.9,2.1,999.1
2024-11-21T06:00,0.3,92,0.00,100,994.5,14.1,1.9,999.2
2024-11-21T07:00,0.9,91,0.00,100,994.3,13.5,1.9,999.0
2024-11-21T08:00,1.5,86,0.00,100,994.3,19.5,2.1,999.0
2024-11-21T09:00,2.0,79,0.00,90,993.6,18.6,2.3,998.3
2024-11-21T10:00,2.5,74,0.00,73,993.1,19.2,2.7,997.8
2024-11-21T11:00,2.9,72,0.00,25,992.2,19.3,3.1,996.9
2024-11-21T12:00,2.9,70,0.00,100,991.8,19.3,3.5,996.5
2024-11-21T13:00,3.1,71,0.00,48,991.0,18.0,3.5,995.7
2024-11-21T14:00,2.2,81,0.30,54,990.3,13.5,3.4,995.0
2024-11-21T15:00,1.6,83,0.10,60,989.5,11.9,2.9,994.2
2024-11-21T16:00,0.9,86,0.00,7,988.6,10.7,2.3,993.3
2024-11-21T17:00,0.3,89,0.00,1,988.1,11.4,1.8,992.8
2024-11-21T18:00,-0.1,86,0.00,1,988.0,11.7,1.3,992.7
2024-11-21T19:00,-0.6,83,0.00,11,987.6,12.6,1.0,992.3
2024-11-21T20:00,-0.9,81,0.00,30,987.6,11.2,0.8,992.3
2024-11-21T21:00,-0.9,81,0.00,100,987.4,10.6,0.8,992.1
2024-11-21T22:00,-1.0,81,0.00,79,987.0,10.4,0.7,991.7
2024-11-21T23:00,-1.1,82,0.00,43,987.2,10.0,0.6,991.9
2024-11-22T00:00,-1.1,82,0.00,100,987.2,9.9,0.6,991.9
2024-11-22T01:00,0.5,81,0.00,98,987.7,10.9,1.0,992.4
2024-11-22T02:00,0.6,82,0.10,98,987.9,10.7,1.0,992.6
2024-11-22T03:00,0.6,85,0.10,100,988.4,9.7,1.0,993.1
2024-11-22T04:00,0.7,87,0.10,100,989.0,10.6,1.1,993.7
2024-11-22T05:00,1.2,89,0.00,100,989.4,11.3,1.3,994.1
2024-11-22T06:00,1.4,90,0.00,100,990.3,12.5,1.4,995.0
2024-11-22T07:00,1.4,91,0.00,100,991.3,12.8,1.6,996.0
2024-11-22T08:00,1.4,91,0.00,100,992.2,12.6,1.7,996.9
2024-11-22T09:00,1.6,84,0.00,100,992.9,13.0,1.9,997.6
2024-11-22T10:00,1.7,82,0.00,100,993.7,12.5,2.2,998.4
2024-11-22T11:00,2.1,77,0.00,99,993.8,15.0,2.5,998.5
2024-11-22T12:00,2.6,73,0.00,99,994.0,15.1,2.8,998.7
2024-11-22T13:00,2.7,73,0.00,100,994.7,18.5,2.9,999.4
2024-11-22T14:00,2.8,76,0.00,100,994.9,12.4,2.9,999.6
2024-11-22T15:00,2.8,76,0.00,85,995.4,12.5,2.8,1000.1
2024-11-22T16:00,2.4,78,0.00,96,995.7,13.8,2.6,1000.4
2024-11-22T17:00,2.3,78,0.00,96,996.1,14.9,2.4,1000.8
2024-11-22T18:00,2.4,75,0.00,100,996.6,17.6,2.4,1001.3
2024-11-22T19:00,2.3,71,0.00,100,996.9,16.9,2.3,1001.6
2024-11-22T20:00,2.4,71,0.00,100,997.7,14.5,2.2,1002.4
2024-11-22T21:00,2.4,74,0.00,100,998.5,13.1,2.2,1003.2
2024-11-22T22:00,2.0,81,0.00,100,999.7,12.7,2.2,1004.4
2024-11-22T23:00,1.8,88,0.10,95,1001.3,14.6,2.2,1006.0
2024-11-23T00:00,1.5,86,0.00,4,1003.1,16.2,2.1,1007.8
2024-11-23T01:00,0.4,91,0.00,10,1005.4,15.4,1.5,1010.2
2024-11-23T02:00,-0.6,85,0.00,98,1007.3,16.2,1.0,1012.1
2024-11-23T03:00,-0.9,78,0.00,99,1008.3,14.4,0.8,1013.1
2024-11-23T04:00,-0.2,80,0.00,100,1009.2,15.3,0.8,1014.0
2024-11-23T05:00,0.7,80,0.00,96,1009.8,17.9,0.8,1014.6
2024-11-23T06:00,0.8,79,0.00,99,1010.7,17.4,0.8,1015.5
2024-11-23T07:00,0.7,79,0.00,77,1011.5,14.7,0.8,1016.3
2024-11-23T08:00,1.3,80,0.00,94,1012.3,15.3,0.8,1017.1
2024-11-23T09:00,2.4,79,0.00,100,1012.8,14.8,1.0,1017.6
2024-11-23T10:00,3.0,81,0.00,100,1013.7,18.0,1.7,1018.5
2024-11-23T11:00,3.6,79,0.00,92,1013.9,14.8,2.3,1018.7
2024-11-23T12:00,4.3,74,0.00,96,1014.1,17.7,2.8,1018.9
2024-11-23T13:00,4.6,77,0.00,80,1014.6,11.0,3.2,1019.4
2024-11-23T14:00,4.5,76,0.00,42,1014.4,11.6,3.3,1019.2
2024-11-23T15:00,3.5,78,0.00,11,1014.5,12.3,2.9,1019.3
2024-11-23T16:00,2.8,80,0.00,99,1014.8,14.3,2.5,1019.6
2024-11-23T17:00,2.4,81,0.00,100,1014.8,13.8,2.1,1019.6
2024-11-23T18:00,2.4,82,0.00,99,1014.2,14.1,2.0,1019.0
2024-11-23T19:00,2.2,83,0.00,100,1013.6,13.8,1.8,1018.4
2024-11-23T20:00,2.6,81,0.00,100,1012.7,15.3,1.8,1017.5
2024-11-23T21:00,3.2,77,0.00,100,1011.7,16.4,2.0,1016.5
2024-11-23T22:00,3.5,73,0.00,100,1010.8,17.5,2.2,1015.6
2024-11-23T23:00,4.1,64,0.00,100,1010.4,18.9,2.4,1015.1
2024-11-24T00:00,4.3,62,0.20,100,1009.1,19.8,2.6,1013.8
2024-11-24T01:00,3.6,79,1.80,100,1007.1,23.2,2.7,1011.8
2024-11-24T02:00,3.5,90,2.70,100,1006.6,22.7,2.8,1011.3
2024-11-24T03:00,3.9,92,2.10,100,1006.2,20.3,3.0,1010.9
2024-11-24T04:00,4.4,93,2.30,100,1006.3,18.1,3.3,1011.0
2024-11-24T05:00,5.0,93,1.40,100,1006.3,14.6,3.6,1011.0
2024-11-24T06:00,5.9,91,0.30,100,1006.7,14.6,3.9,1011.4
2024-11-24T07:00,6.8,90,0.10,100,1007.2,16.9,4.3,1011.9
2024-11-24T08:00,7.5,89,0.10,100,1007.5,18.1,4.8,1012.2
2024-11-24T09:00,8.4,86,0.10,100,1007.8,16.3,5.3,1012.5
2024-11-24T10:00,9.8,79,0.00,100,1008.3,17.5,6.0,1012.9
2024-11-24T11:00,9.8,81,0.30,100,1008.4,16.5,6.4,1013.0
2024-11-24T12:00,10.7,77,0.00,100,1008.4,16.7,6.9,1013.0
2024-11-24T13:00,11.7,73,0.00,100,1008.0,16.7,6.9,1012.6
2024-11-24T14:00,11.7,71,0.00,100,1008.0,16.3,7.3,1012.6
2024-11-24T15:00,11.6,71,0.00,100,1008.1,16.5,7.4,1012.7
2024-11-24T16:00,12.0,70,0.00,100,1008.2,16.0,7.6,1012.8
2024-11-24T17:00,11.3,72,0.00,99,1008.4,16.1,7.5,1013.0
2024-11-24T18:00,11.8,71,0.00,100,1008.7,16.5,7.6,1013.3
2024-11-24T19:00,12.0,70,0.00,100,1008.5,16.3,7.7,1013.1
2024-11-24T20:00,11.8,71,0.00,100,1008.7,16.2,7.8,1013.3
2024-11-24T21:00,11.6,71,0.00,98,1008.4,15.8,7.8,1013.0
2024-11-24T22:00,11.4,72,0.00,100,1008.5,15.9,7.7,1013.1
2024-11-24T23:00,11.4,72,0.00,99,1008.7,15.7,7.7,1013.3
2024-11-25T00:00,11.3,71,0.00,99,1008.5,16.0,7.6,1013.1
2024-11-25T01:00,12.4,66,0.00,100,1008.1,17.5,8.1,1012.7
2024-11-25T02:00,12.0,64,0.00,98,1008.1,18.6,8.1,1012.7
2024-11-25T03:00,11.7,64,0.00,94,1007.8,17.6,8.1,1012.4
2024-11-25T04:00,11.7,62,0.00,76,1007.4,19.0,8.0,1012.0
2024-11-25T05:00,11.9,59,0.00,70,1006.7,19.2,8.0,1011.3
2024-11-25T06:00,11.8,58,0.00,48,1006.7,19.1,7.9,1011.3
2024-11-25T07:00,11.7,59,0.00,98,1006.5,18.0,7.9,1011.1
2024-11-25T08:00,12.0,58,0.00,98,1006.5,16.5,8.0,1011.1
2024-11-25T09:00,12.3,60,0.00,100,1006.5,15.7,8.4,1011.1
2024-11-25T10:00,12.8,59,0.00,81,1005.9,14.8,8.8,1010.5
2024-11-25T11:00,14.0,56,0.00,100,1005.2,15.0,9.6,1009.8
2024-11-25T12:00,13.9,57,0.00,100,1004.7,14.1,9.9,1009.3
2024-11-25T13:00,13.7,62,0.00,98,1003.8,13.2,9.8,1008.4
2024-11-25T14:00,13.5,62,0.00,100,1003.3,13.3,9.9,1007.9
2024-11-25T15:00,13.8,59,0.00,72,1003.2,15.7,9.8,1007.7
2024-11-25T16:00,13.6,56,0.00,100,1003.0,16.8,9.7,1007.5
2024-11-25T17:00,13.8,54,0.00,85,1003.2,18.1,9.7,1007.7
2024-11-25T18:00,13.3,54,0.00,59,1003.2,16.8,9.6,1007.8
2024-11-25T19:00,12.5,57,0.00,43,1003.3,17.3,9.3,1007.9
2024-11-25T20:00,12.1,58,0.00,99,1003.5,17.3,9.2,1008.1
2024-11-25T21:00,11.8,59,0.00,100,1003.9,15.6,9.1,1008.5
2024-11-25T22:00,11.5,61,0.00,100,1004.6,11.4,9.0,1009.2
2024-11-25T23:00,10.6,69,0.10,100,1005.2,9.4,8.8,1009.8
2024-11-26T00:00,10.4,78,0.30,100,1005.6,11.2,8.7,1010.2
2024-11-26T01:00,10.0,89,0.40,100,1006.5,8.9,8.7,1011.1
2024-11-26T02:00,9.7,95,0.30,100,1007.5,9.5,8.7,1012.1
2024-11-26T03:00,9.6,95,0.40,100,1008.0,10.5,8.8,1012.6
2024-11-26T04:00,9.4,96,0.30,100,1008.6,9.9,8.8,1013.2
2024-11-26T05:00,9.0,96,0.10,100,1009.2,9.8,8.7,1013.9
2024-11-26T06:00,8.6,98,0.00,100,1009.8,8.4,8.5,1014.5
2024-11-26T07:00,8.2,97,0.00,100,1010.2,8.3,8.3,1014.9
2024-11-26T08:00,8.3,96,0.00,100,1011.0,11.4,8.2,1015.7
2024-11-26T09:00,8.7,94,0.00,100,1012.0,12.8,8.3,1016.7
2024-11-26T10:00,8.9,91,0.00,100,1012.2,12.9,8.4,1016.9
2024-11-26T11:00,9.5,86,0.00,60,1012.4,14.1,8.7,1017.1
2024-11-26T12:00,10.0,79,0.00,0,1012.4,11.8,9.1,1017.0
2024-11-26T13:00,10.5,78,0.00,4,1013.2,9.9,9.7,1017.8
2024-11-26T14:00,9.9,76,0.00,7,1013.5,8.9,9.4,1018.2
2024-11-26T15:00,8.4,78,0.00,52,1013.9,7.6,8.7,1018.6
2024-11-26T16:00,7.8,79,0.00,17,1014.1,9.0,7.9,1018.8
2024-11-26T17:00,7.2,81,0.00,10,1014.2,9.5,7.3,1018.9
2024-11-26T18:00,6.8,85,0.00,22,1014.7,10.4,6.8,1019.4
2024-11-26T19:00,6.6,88,0.00,26,1014.9,11.0,6.5,1019.6
