latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),soil_temperature_0_to_7cm (°C),pressure_msl (hPa)
2024-04-16T00:00,5.4,83,0.00,25,994.1,27.7,7.7,998.7
2024-04-16T01:00,5.2,84,0.00,2,994.2,26.9,7.5,998.8
2024-04-16T02:00,4.9,84,0.00,22,994.4,25.4,7.1,999.1
2024-04-16T03:00,4.9,83,0.00,100,994.1,22.9,6.9,998.8
2024-04-16T04:00,5.6,79,0.00,100,994.2,23.7,7.0,998.8
2024-04-16T05:00,5.7,78,0.10,52,994.2,22.5,7.0,998.8
2024-04-16T06:00,6.0,77,0.40,100,994.3,22.9,7.2,998.9
2024-04-16T07:00,6.6,75,0.10,100,994.3,26.7,7.5,998.9
2024-04-16T08:00,6.0,77,0.10,100,994.7,30.3,7.7,999.3
2024-04-16T09:00,6.6,77,0.10,87,994.9,28.3,8.0,999.5
2024-04-16T10:00,8.7,69,0.10,99,994.9,28.3,9.1,999.5
2024-04-16T11:00,9.2,63,0.10,100,994.7,25.6,9.8,999.3
2024-04-16T12:00,9.5,59,0.00,100,994.8,22.1,10.1,999.4
2024-04-16T13:00,8.1,75,0.70,100,995.8,22.3,10.8,1000.4
2024-04-16T14:00,8.5,74,0.10,100,995.5,16.6,10.7,1000.1
2024-04-16T15:00,9.3,65,0.10,100,995.6,15.8,10.8,1000.2
2024-04-16T16:00,9.4,61,0.00,100,995.7,16.4,10.5,1000.3
2024-04-16T17:00,8.1,74,0.00,100,996.1,17.3,10.0,1000.7
2024-04-16T18:00,6.8,79,0.00,100,996.9,12.0,9.3,1001.5
2024-04-16T19:00,6.1,81,0.00,100,998.0,11.6,8.7,1002.6
2024-04-16T20:00,5.5,83,0.00,100,998.5,12.4,8.1,1003.2
2024-04-16T21:00,4.8,85,0.00,100,999.1,13.0,7.6,1003.8
2024-04-16T22:00,3.8,90,0.00,96,999.7,11.0,7.0,1004.4
2024-04-16T23:00,3.3,92,0.00,94,1000.1,10.9,6.5,1004.8
2024-04-17T00:00,3.0,92,0.00,17,1000.6,9.8,6.2,1005.3
2024-04-17T01:00,2.9,92,0.00,61,1001.2,11.2,5.7,1005.9
2024-04-17T02:00,2.8,92,0.00,100,1001.3,10.4,5.5,1006.0
2024-04-17T03:00,2.8,92,0.00,5,1001.6,9.2,5.3,1006.3
2024-04-17T04:00,2.4,94,0.00,74,1002.1,6.1,5.2,1006.8
2024-04-17T05:00,3.1,92,0.00,94,1002.5,5.2,5.3,1007.2
2024-04-17T06:00,4.2,88,0.00,30,1002.9,4.2,5.9,1007.6
2024-04-17T07:00,5.6,81,0.10,69,1002.9,2.6,7.1,1007.6
2024-04-17T08:00,6.9,75,0.10,34,1003.1,3.9,8.4,1007.8
2024-04-17T09:00,8.1,72,0.00,38,1003.2,6.6,9.8,1007.8
2024-04-17T10:00,9.0,67,0.10,32,1003.2,9.0,11.0,1007.8
2024-04-17T11:00,9.8,59,0.00,18,1003.0,9.4,12.0,1007.6
2024-04-17T12:00,10.4,52,0.10,30,1002.8,10.0,12.8,1007.4
2024-04-17T13:00,9.9,53,0.20,93,1003.3,10.9,12.4,1007.9
2024-04-17T14:00,10.3,51,0.10,100,1003.1,8.2,12.4,1007.7
2024-04-17T15:00,10.4,51,0.10,26,1003.2,10.3,12.3,1007.8
2024-04-17T16:00,9.8,50,0.10,21,1003.3,14.8,11.8,1007.9
2024-04-17T17:00,8.1,64,0.00,15,1003.8,14.1,10.8,1008.4
2024-04-17T18:00,6.2,76,0.00,20,1004.3,6.6,9.7,1009.0
2024-04-17T19:00,4.9,83,0.00,4,1005.0,6.6,8.5,1009.7
2024-04-17T20:00,4.0,89,0.00,12,1005.4,6.6,7.6,1010.1
2024-04-17T21:00,3.6,90,0.00,0,1005.7,8.0,6.9,1010.4
2024-04-17T22:00,3.4,91,0.00,0,1006.3,9.5,6.4,1011.0
2024-04-17T23:00,2.8,92,0.00,0,1006.8,9.3,6.0,1011.5
2024-04-18T00:00,2.2,94,0.00,0,1007.1,9.2,5.5,1011.9
2024-04-18T01:00,1.9,94,0.00,0,1007.6,8.6,4.8,1012.4
2024-04-18T02:00,1.6,94,0.00,6,1008.0,10.4,4.5,1012.8
2024-04-18T03:00,1.3,94,0.00,6,1008.3,9.1,4.3,1013.1
2024-04-18T04:00,0.9,94,0.00,1,1008.7,8.8,4.0,1013.5
2024-04-18T05:00,1.7,94,0.00,1,1009.2,10.1,4.0,1014.0
2024-04-18T06:00,3.6,89,0.00,0,1009.9,8.8,4.8,1014.6
2024-04-18T07:00,5.6,78,0.00,0,1010.4,9.4,6.1,1015.1
2024-04-18T08:00,7.1,62,0.10,42,1010.7,14.2,7.5,1015.4
2024-04-18T09:00,7.8,57,0.20,39,1010.8,15.9,8.4,1015.5
2024-04-18T10:00,8.7,53,0.30,56,1010.7,14.4,9.3,1015.4
2024-04-18T11:00,9.3,54,0.00,25,1010.6,11.7,10.1,1015.3
2024-04-18T12:00,10.1,54,0.00,19,1010.6,11.9,11.0,1015.2
2024-04-18T13:00,10.0,49,0.00,100,1010.7,8.1,11.3,1015.3
2024-04-18T14:00,9.8,51,0.00,87,1010.5,5.8,11.1,1015.1
2024-04-18T15:00,10.6,47,0.00,34,1010.1,12.1,11.3,1014.7
2024-04-18T16:00,10.5,46,0.00,32,1010.0,14.0,11.1,1014.6
2024-04-18T17:00,9.6,54,0.10,90,1009.9,11.3,10.5,1014.5
2024-04-18T18:00,7.4,63,0.10,71,1009.8,7.2,9.4,1014.5
2024-04-18T19:00,7.1,64,0.00,90,1009.9,9.5,8.5,1014.6
2024-04-18T20:00,6.4,66,0.00,100,1009.8,15.6,7.8,1014.5
2024-04-18T21:00,6.3,72,0.00,98,1009.7,13.2,7.5,1014.4
2024-04-18T22:00,5.2,81,0.00,100,1009.4,12.2,7.0,1014.1
2024-04-18T23:00,4.8,85,0.00,100,1009.3,12.0,6.7,1014.0
2024-04-19T00:00,5.4,85,0.00,100,1008.8,13.2,6.7,1013.5
2024-04-19T01:00,5.3,88,0.10,100,1008.1,10.1,6.7,1012.8
2024-04-19T02:00,5.7,87,0.00,100,1007.2,10.0,6.7,1011.9
2024-04-19T03:00,5.0,91,0.00,100,1006.1,12.7,6.5,1010.8
2024-04-19T04:00,4.8,89,0.00,100,1005.3,16.8,6.4,1010.0
2024-04-19T05:00,4.7,86,0.10,100,1004.8,15.6,6.3,1009.5
2024-04-19T06:00,5.8,80,0.10,100,1003.8,20.2,6.5,1008.5
2024-04-19T07:00,6.3,79,0.20,100,1002.7,20.7,6.9,1007.4
2024-04-19T08:00,5.6,82,0.60,100,1001.8,18.2,6.9,1006.5
2024-04-19T09:00,5.6,84,0.60,100,1000.7,21.4,6.7,1005.4
2024-04-19T10:00,6.4,86,0.70,100,999.4,26.0,7.0,1004.1
2024-04-19T11:00,6.2,88,0.90,100,998.6,26.5,7.0,1003.3
2024-04-19T12:00,6.2,84,0.60,100,998.0,23.3,7.1,1002.6
2024-04-19T13:00,6.3,86,0.10,100,997.4,24.3,7.2,1002.0
2024-04-19T14:00,6.7,84,0.10,100,997.2,22.1,7.4,1001.8
2024-04-19T15:00,7.1,84,0.80,100,996.6,13.8,7.4,1001.2
2024-04-19T16:00,7.5,85,0.20,100,996.1,13.6,7.6,1000.7
2024-04-19T17:00,7.8,83,0.20,100,996.0,13.0,7.7,1000.6
2024-04-19T18:00,6.7,90,0.70,97,996.0,9.0,7.3,1000.6
2024-04-19T19:00,5.9,93,0.10,100,996.3,9.0,6.7,1000.9
2024-04-19T20:00,5.8,95,0.00,100,996.4,10.1,6.4,1001.0
2024-04-19T21:00,5.5,95,0.00,100,996.5,9.0,6.1,1001.2
2024-04-19T22:00,5.2,94,0.00,100,997.2,8.4,5.8,1001.9
2024-04-19T23:00,5.2,95,0.00,100,997.7,8.4,5.7,1002.4
2024-04-20T00:00,5.5,95,0.00,100,998.2,8.9,5.9,1002.9
2024-04-20T01:00,5.6,95,0.40,100,999.4,14.1,6.2,1004.1
2024-04-20T02:00,5.3,94,0.40,100,1000.4,21.6,6.1,1005.1
2024-04-20T03:00,4.9,92,0.50,100,1001.7,23.8,5.9,1006.4
2024-04-20T04:00,4.5,90,0.00,100,1003.1,24.8,5.6,1007.8
2024-04-20T05:00,4.4,89,0.10,100,1004.7,24.5,5.5,1009.4
2024-04-20T06:00,4.3,85,0.10,55,1006.3,25.7,5.4,1011.0
2024-04-20T07:00,4.8,79,0.10,99,1007.4,25.7,5.8,1012.1
2024-04-20T08:00,5.4,73,0.10,90,1008.8,24.3,6.5,1013.5
2024-04-20T09:00,5.9,68,0.10,61,1009.9,22.5,7.2,1014.6
2024-04-20T10:00,6.5,63,0.10,41,1010.7,20.0,8.1,1015.4
2024-04-20T11:00,7.2,56,0.20,45,1011.0,19.1,9.0,1015.7
2024-04-20T12:00,7.7,52,0.20,51,1011.6,19.1,9.6,1016.3
2024-04-20T13:00,8.2,49,0.10,52,1012.3,17.5,9.9,1017.0
2024-04-20T14:00,8.2,49,0.10,58,1012.7,16.0,10.0,1017.4
2024-04-20T15:00,7.9,50,0.10,97,1012.9,15.2,9.9,1017.6
2024-04-20T16:00,7.1,55,0.00,100,1013.4,13.2,9.5,1018.1
2024-04-20T17:00,6.4,59,0.00,99,1013.6,10.9,8.8,1018.3
2024-04-20T18:00,5.2,67,0.00,99,1013.7,6.8,7.9,1018.4
2024-04-20T19:00,3.7,73,0.00,79,1014.3,7.6,6.9,1019.1
2024-04-20T20:00,2.7,75,0.00,27,1014.7,9.4,6.0,1019.5
2024-04-20T21:00,1.8,76,0.00,24,1015.2,9.6,5.3,1020.0
2024-04-20T22:00,1.1,78,0.00,8,1015.6,8.8,4.7,1020.4
2024-04-20T23:00,0.5,81,0.00,24,1015.8,8.0,4.2,1020.6
2024-04-21T00:00,0.2,82,0.00,47,1015.9,8.9,3.7,1020.7
2024-04-21T01:00,0.2,82,0.00,98,1016.1,10.2,3.4,1020.9
2024-04-21T02:00,-0.1,82,0.00,3,1016.2,11.3,3.1,1021.0
2024-04-21T03:00,-0.4,82,0.00,20,1016.4,11.0,2.8,1021.2
2024-04-21T04:00,-0.7,81,0.00,14,1016.7,11.5,2.6,1021.6
2024-04-21T05:00,0.1,78,0.00,8,1017.6,13.8,2.6,1022.4
2024-04-21T06:00,1.8,73,0.00,5,1018.3,13.7,3.3,1023.1
2024-04-21T07:00,3.6,68,0.00,8,1018.7,14.6,4.5,1023.5
2024-04-21T08:00,5.1,62,0.00,0,1018.9,15.0,5.8,1023.7
2024-04-21T09:00,6.5,53,0.00,99,1019.2,17.4,7.2,1023.9
2024-04-21T10:00,6.7,53,0.10,78,1019.1,16.8,7.8,1023.8
2024-04-21T11:00,7.0,53,0.10,69,1019.1,15.3,8.3,1023.8
2024-04-21T12:00,7.7,51,0.10,62,1018.8,14.5,9.0,1023.5
2024-04-21T13:00,8.3,56,0.00,31,1018.5,13.4,9.9,1023.2
2024-04-21T14:00,8.2,55,0.00,91,1018.2,14.8,10.2,1022.9
2024-04-21T15:00,6.2,72,0.90,69,1018.8,12.1,9.4,1023.5
2024-04-21T16:00,5.2,75,0.30,81,1018.9,18.4,8.5,1023.7
2024-04-21T17:00,5.5,75,0.10,20,1018.8,15.4,7.7,1023.6
2024-04-21T18:00,4.5,70,0.00,5,1019.0,14.1,6.8,1023.8
2024-04-21T19:00,3.4,70,0.00,22,1019.5,17.1,5.8,1024.3
2024-04-21T20:00,2.6,69,0.00,26,1020.0,18.3,5.1,1024.8
2024-04-21T21:00,1.6,66,0.00,20,1020.4,16.3,4.5,1025.2
2024-04-21T22:00,0.8,62,0.00,3,1020.8,16.4,3.9,1025.6
2024-04-21T23:00,0.0,66,0.00,0,1020.8,16.6,3.4,1025.7
2024-04-22T00:00,-0.4,74,0.00,0,1020.7,14.4,3.0,1025.6
2024-04-22T01:00,-0.4,75,0.00,7,1020.4,14.5,2.8,1025.3
2024-04-22T02:00,-0.9,81,0.00,12,1020.3,11.3,2.5,1025.2
2024-04-22T03:00,-1.4,87,0.00,75,1020.2,8.7,2.1,1025.1
2024-04-22T04:00,-1.1,89,0.00,48,1020.1,7.8,2.0,1025.0
2024-04-22T05:00,-0.1,89,0.00,32,1020.2,8.6,2.2,1025.1
2024-04-22T06:00,1.6,84,0.00,57,1020.3,6.8,3.0,1025.1
2024-04-22T07:00,3.2,69,0.00,72,1020.0,11.4,4.2,1024.8
2024-04-22T08:00,3.7,65,0.10,100,1020.0,14.3,5.2,1024.8
2024-04-22T09:00,3.8,67,0.10,97,1020.1,14.3,5.7,1024.9
2024-04-22T10:00,3.6,68,0.10,79,1020.0,10.7,6.0,1024.8
2024-04-22T11:00,5.3,66,0.10,97,1019.5,7.3,7.2,1024.3
2024-04-22T12:00,5.8,63,0.10,75,1019.0,9.0,7.9,1023.8
2024-04-22T13:00,3.5,85,0.60,97,1019.4,8.4,7.6,1024.2
2024-04-22T14:00,5.2,76,0.10,70,1018.8,2.9,7.8,1023.6
2024-04-22T15:00,6.2,66,0.10,96,1018.6,4.8,8.3,1023.3
2024-04-22T16:00,5.2,67,0.40,89,1018.5,10.6,7.9,1023.3
2024-04-22T17:00,3.9,80,0.20,61,1018.4,8.8,6.9,1023.2
2024-04-22T18:00,3.3,85,0.00,22,1018.3,3.7,6.0,1023.1
2024-04-22T19:00,1.2,91,0.00,4,1018.5,6.7,4.7,1023.3
2024-04-22T20:00,1.0,92,0.00,29,1018.5,5.1,3.7,1023.3
2024-04-22T21:00,-0.1,96,0.00,93,1018.3,7.1,3.1,1023.2
2024-04-22T22:00,0.3,95,0.00,99,1018.5,5.8,2.8,1023.3
2024-04-22T23:00,0.4,94,0.00,89,1018.2,5.4,2.6,1023.0
2024-04-23T00:00,0.7,94,0.00,63,1017.7,6.4,2.5,1022.5
2024-04-23T01:00,-1.0,94,0.00,28,1017.5,7.5,1.9,1022.4
2024-04-23T02:00,-0.8,94,0.00,7,1017.2,6.6,1.7,1022.1
2024-04-23T03:00,-0.6,95,0.00,4,1017.0,7.2,1.5,1021.9
2024-04-23T04:00,-0.8,95,0.00,0,1016.8,7.3,1.4,1021.7
2024-04-23T05:00,0.3,95,0.00,31,1017.0,9.4,1.6,1021.8
2024-04-23T06:00,2.0,92,0.00,57,1017.2,9.4,2.6,1022.0
2024-04-23T07:00,3.6,82,0.00,20,1017.0,8.5,4.0,1021.8
2024-04-23T08:00,4.9,67,0.00,6,1016.7,9.9,5.5,1021.5
2024-04-23T09:00,6.0,61,0.00,6,1016.2,6.8,7.0,1020.9
2024-04-23T10:00,7.0,57,0.00,33,1015.6,5.4,8.6,1020.3
2024-04-23T11:00,8.2,49,0.00,90,1014.8,9.4,9.8,1019.5
2024-04-23T12:00,8.2,47,0.00,100,1014.1,10.9,9.9,1018.8
2024-04-23T13:00,8.3,48,0.00,100,1013.2,9.8,10.0,1017.9
2024-04-23T14:00,8.2,49,0.00,100,1012.4,9.1,9.7,1017.1
2024-04-23T15:00,7.8,50,0.00,100,1012.0,9.0,9.2,1016.7
2024-04-23T16:00,7.5,51,0.00,99,1011.5,7.1,8.6,1016.2
2024-04-23T17:00,7.3,52,0.00,100,1010.8,3.3,8.2,1015.5
2024-04-23T18:00,6.6,59,0.00,100,1010.4,1.8,7.6,1015.1
2024-04-23T19:00,5.9,62,0.00,100,1010.1,3.9,7.0,1014.8
2024-04-23T20:00,5.4,63,0.00,100,1009.5,6.7,6.5,1014.2
2024-04-23T21:00,5.0,65,0.00,100,1008.8,7.2,6.1,1013.5
2024-04-23T22:00,3.8,71,0.00,99,1008.6,6.4,5.6,1013.3
2024-04-23T23:00,3.5,74,0.00,100,1008.0,7.1,5.2,1012.7
2024-04-24T00:00,3.9,75,0.00,100,1007.3,8.3,5.1,1012.0
2024-04-24T01:00,4.1,72,0.00,47,1006.4,11.6,5.4,1011.1
2024-04-24T02:00,3.2,78,0.00,57,1005.5,10.2,5.0,1010.2
2024-04-24T03:00,2.9,82,0.10,100,1005.3,7.5,4.7,1010.0
2024-04-24T04:00,3.0,83,0.10,99,1004.8,8.0,4.6,1009.5
2024-04-24T05:00,3.4,81,0.20,89,1004.3,12.2,4.6,1009.0
2024-04-24T06:00,4.4,81,0.00,98,1003.7,11.5,5.0,1008.4
2024-04-24T07:00,5.3,76,0.00,86,1003.1,11.7,5.5,1007.8
2024-04-24T08:00,6.4,74,0.00,89,1003.0,11.5,6.2,1007.7
2024-04-24T09:00,8.2,64,0.00,13,1002.6,10.7,7.4,1007.2
2024-04-24T10:00,9.3,62,0.00,89,1002.3,14.8,9.0,1006.9
2024-04-24T11:00,9.6,58,0.00,89,1001.9,13.1,9.8,1006.5
2024-04-24T12:00,10.5,52,0.00,98,1001.2,13.5,10.6,1005.8
2024-04-24T13:00,8.7,59,0.10,100,1001.7,14.4,10.5,1006.3
2024-04-24T14:00,8.4,62,0.00,96,1001.2,8.0,10.2,1005.8
2024-04-24T15:00,8.8,62,0.00,18,1000.9,8.1,10.4,1005.5
2024-04-24T16:00,8.5,60,0.00,11,1000.4,5.6,10.3,1005.0
2024-04-24T17:00,8.2,60,0.00,20,1000.2,5.5,9.7,1004.8
2024-04-24T18:00,6.5,76,0.00,26,1000.2,5.1,8.8,1004.9
2024-04-24T19:00,5.0,83,0.00,28,1000.6,11.5,7.6,1005.3
2024-04-24T20:00,3.7,93,0.00,0,1000.4,8.9,6.7,1005.1
2024-04-24T21:00,3.1,95,0.00,3,1000.4,8.8,6.0,1005.1
2024-04-24T22:00,2.6,96,0.00,6,1000.3,6.9,5.4,1005.0
2024-04-24T23:00,1.9,97,0.00,11,1000.1,6.5,4.9,1004.8
2024-04-25T00:00,1.3,97,0.00,11,999.7,6.0,4.4,1004.4
2024-04-25T01:00,1.9,96,0.00,13,999.6,5.2,3.6,1004.3
2024-04-25T02:00,1.7,95,0.10,42,999.4,6.5,3.2,1004.1
2024-04-25T03:00,1.2,96,0.00,18,999.2,5.4,2.7,1003.9
2024-04-25T04:00,1.1,96,0.00,13,999.2,6.5,2.4,1003.9
2024-04-25T05:00,1.9,96,0.00,41,999.4,8.8,2.7,1004.1
2024-04-25T06:00,3.5,87,0.30,78,999.6,10.3,3.8,1004.3
2024-04-25T07:00,4.8,87,0.80,100,999.5,11.3,5.1,1004.2
2024-04-25T08:00,6.2,82,0.10,100,999.6,11.0,6.4,1004.3
2024-04-25T09:00,6.5,79,0.10,100,999.9,12.1,7.0,1004.6
2024-04-25T10:00,6.5,78,0.20,100,1000.0,12.7,7.2,1004.7
2024-04-25T11:00,7.0,74,0.10,100,1000.1,14.5,7.4,1004.7
2024-04-25T12:00,7.2,70,0.00,100,1000.1,16.5,7.5,1004.7
2024-04-25T13:00,8.2,76,0.40,73,999.8,15.3,8.9,1004.4
2024-04-25T14:00,8.5,69,0.10,97,999.8,14.8,9.4,1004.4
2024-04-25T15:00,9.0,63,0.20,98,999.8,16.6,9.6,1004.4
2024-04-25T16:00,9.2,58,0.00,100,999.9,16.1,9.4,1004.5
2024-04-25T17:00,8.3,64,0.00,99,1000.1,13.7,8.9,1004.7
2024-04-25T18:00,6.8,72,0.00,100,1000.7,9.3,8.1,1005.3
2024-04-25T19:00,6.0,76,0.00,100,1001.2,9.3,7.3,1005.9
2024-04-25T20:00,5.4,81,0.00,100,1001.5,9.5,6.7,1006.2
2024-04-25T21:00,4.1,88,0.00,100,1001.9,8.2,6.0,1006.6
2024-04-25T22:00,3.7,90,0.00,100,1002.1,7.9,5.5,1006.8
2024-04-25T23:00,3.0,92,0.00,100,1002.1,7.5,5.1,1006.8
2024-04-26T00:00,2.9,93,0.00,99,1002.0,8.3,4.7,1006.7
2024-04-26T01:00,2.9,93,0.00,85,1001.9,8.4,4.1,1006.6
2024-04-26T02:00,2.6,93,0.00,17,1002.1,8.7,3.8,1006.8
2024-04-26T03:00,2.2,93,0.00,97,1002.1,9.7,3.5,1006.8
2024-04-26T04:00,2.0,92,0.00,81,1002.2,9.8,3.3,1006.9
2024-04-26T05:00,3.1,90,0.00,94,1002.5,12.4,3.5,1007.2
2024-04-26T06:00,4.9,87,0.00,99,1002.8,11.1,4.4,1007.5
2024-04-26T07:00,7.1,79,0.00,85,1002.9,11.2,5.8,1007.6
2024-04-26T08:00,9.3,70,0.00,84,1003.0,13.3,7.4,1007.6
2024-04-26T09:00,10.9,57,0.10,85,1002.8,16.9,8.9,1007.4
2024-04-26T10:00,11.9,48,0.00,47,1002.8,19.6,10.0,1007.4
2024-04-26T11:00,12.5,43,0.00,100,1002.7,20.9,10.8,1007.3
2024-04-26T12:00,12.7,43,0.00,100,1002.7,20.3,11.1,1007.3
2024-04-26T13:00,13.0,42,0.00,100,1002.4,20.3,11.2,1007.0
2024-04-26T14:00,12.8,45,0.00,84,1002.5,18.5,11.0,1007.1
2024-04-26T15:00,13.2,44,0.00,92,1002.5,18.6,11.2,1007.1
2024-04-26T16:00,13.2,51,0.00,31,1002.2,11.5,11.1,1006.8
2024-04-26T17:00,12.6,56,0.00,22,1002.4,8.3,10.9,1007.0
2024-04-26T18:00,10.1,64,0.00,68,1002.8,8.4,10.0,1007.4
2024-04-26T19:00,9.3,64,0.00,72,1003.4,8.6,9.2,1008.0
2024-04-26T20:00,8.1,69,0.00,59,1003.8,8.6,8.4,1008.4
2024-04-26T21:00,6.6,76,0.00,28,1003.9,7.6,7.7,1008.6
2024-04-26T22:00,6.1,79,0.00,18,1004.1,7.7,7.1,1008.8
2024-04-26T23:00,5.9,79,0.00,11,1004.2,7.9,6.6,1008.9
2024-04-27T00:00,3.9,88,0.00,9,1004.6,10.8,6.1,1009.3
2024-04-27T01:00,5.3,81,0.00,15,1004.7,7.6,6.3,1009.4
2024-04-27T02:00,6.0,77,0.00,50,1005.0,4.3,5.6,1009.7
2024-04-27T03:00,3.5,89,0.00,92,1005.3,5.9,5.1,1010.0
2024-04-27T04:00,3.1,91,0.00,48,1005.8,6.5,4.9,1010.5
2024-04-27T05:00,5.1,88,0.00,25,1006.2,8.6,5.2,1010.9
2024-04-27T06:00,8.0,82,0.00,1,1006.6,6.9,6.3,1011.3
2024-04-27T07:00,10.7,77,0.00,0,1006.9,6.5,8.0,1011.5
2024-04-27T08:00,13.3,71,0.00,0,1007.3,6.2,9.9,1011.9
2024-04-27T09:00,15.5,60,0.00,6,1007.3,8.2,11.9,1011.8
2024-04-27T10:00,16.7,51,0.00,1,1007.4,12.4,13.3,1011.9
2024-04-27T11:00,17.4,53,0.00,3,1007.4,13.4,14.5,1011.9
2024-04-27T12:00,18.1,52,0.00,8,1007.1,14.9,15.5,1011.6
2024-04-27T13:00,18.8,43,0.00,4,1006.5,14.0,15.9,1011.0
2024-04-27T14:00,19.0,42,0.00,19,1006.4,16.6,16.2,1010.9
2024-04-27T15:00,18.9,44,0.00,33,1006.4,14.6,16.1,1010.9
2024-04-27T16:00,18.8,49,0.00,99,1006.5,9.0,15.8,1011.0
2024-04-27T17:00,17.2,63,0.00,100,1006.8,7.5,15.1,1011.3
2024-04-27T18:00,14.8,70,0.00,11,1006.9,12.3,14.1,1011.4
2024-04-27T19:00,13.6,68,0.00,17,1007.4,14.1,13.0,1012.0
2024-04-27T20:00,12.6,68,0.00,23,1007.8,14.3,12.1,1012.4
2024-04-27T21:00,11.8,68,0.00,20,1007.9,15.3,11.5,1012.5
2024-04-27T22:00,11.2,65,0.00,0,1008.4,15.0,10.9,1013.0
2024-04-27T23:00,10.8,65,0.00,0,1008.3,15.0,10.4,1012.9
2024-04-28T00:00,10.6,67,0.00,0,1008.2,14.8,10.1,1012.8
2024-04-28T01:00,10.4,69,0.00,92,1007.9,13.3,9.8,1012.5
2024-04-28T02:00,9.8,73,0.00,100,1008.1,12.8,9.5,1012.7
2024-04-28T03:00,9.6,74,0.00,100,1008.1,14.2,9.3,1012.7
2024-04-28T04:00,9.6,75,0.00,100,1007.7,15.1,9.2,1012.3
2024-04-28T05:00,10.4,74,0.00,100,1007.7,15.5,9.4,1012.3
2024-04-28T06:00,11.6,75,0.00,100,1008.2,14.7,9.9,1012.8
2024-04-28T07:00,12.8,74,0.00,100,1008.3,14.3,10.7,1012.9
2024-04-28T08:00,14.0,71,0.00,93,1008.3,17.3,11.7,1012.9
2024-04-28T09:00,16.2,66,0.00,5,1008.2,18.1,13.1,1012.7
2024-04-28T10:00,18.5,62,0.00,0,1008.3,16.4,14.8,1012.8
2024-04-28T11:00,20.2,57,0.00,0,1008.5,15.5,16.4,1013.0
2024-04-28T12:00,21.2,53,0.00,100,1008.4,15.8,17.5,1012.9
2024-04-28T13:00,22.4,43,0.00,100,1008.0,17.6,18.4,1012.4
2024-04-28T14:00,22.6,42,0.00,100,1008.2,16.5,18.6,1012.6
2024-04-28T15:00,22.6,45,0.00,19,1008.3,15.0,18.7,1012.7
2024-04-28T16:00,22.2,51,0.00,96,1008.3,12.0,18.5,1012.7
2024-04-28T17:00,20.4,59,0.00,73,1008.4,10.0,17.8,1012.9
2024-04-28T18:00,18.4,55,0.00,99,1008.8,12.9,16.7,1013.3
2024-04-28T19:00,17.4,53,0.00,92,1009.7,15.0,15.7,1014.2
2024-04-28T20:00,16.8,56,0.00,100,1010.3,14.1,15.0,1014.8
2024-04-28T21:00,15.6,64,0.00,100,1011.3,11.8,14.4,1015.9
2024-04-28T22:00,15.6,62,0.00,100,1012.3,15.1,14.0,1016.9
2024-04-28T23:00,14.4,71,0.00,100,1013.1,10.2,13.7,1017.7
2024-04-29T00:00,13.7,72,0.00,100,1013.9,9.8,13.2,1018.5
2024-04-29T01:00,14.4,66,0.00,100,1013.8,9.4,13.5,1018.4
2024-04-29T02:00,13.4,69,0.00,100,1014.5,10.0,13.0,1019.1
2024-04-29T03:00,12.6,72,0.00,100,1015.4,10.0,12.6,1020.0
2024-04-29T04:00,12.5,73,0.00,100,1016.1,11.0,12.4,1020.7
2024-04-29T05:00,12.5,76,0.00,100,1017.0,8.7,12.3,1021.6
2024-04-29T06:00,12.7,79,0.10,100,1017.9,6.0,12.4,1022.5
2024-04-29T07:00,12.7,82,0.20,100,1018.6,4.6,12.6,1023.2
2024-04-29T08:00,14.6,74,0.00,100,1018.6,5.6,13.6,1023.2
2024-04-29T09:00,15.5,71,0.00,100,1019.1,2.5,14.6,1023.7
2024-04-29T10:00,16.6,64,0.00,100,1019.2,0.8,15.8,1023.8
2024-04-29T11:00,17.8,61,0.00,100,1019.3,1.8,17.4,1023.9
2024-04-29T12:00,18.4,59,0.00,99,1019.2,3.1,18.3,1023.7
2024-04-29T13:00,19.7,53,0.00,100,1018.7,5.0,19.5,1023.2
2024-04-29T14:00,19.9,54,0.00,99,1018.4,5.9,19.5,1022.9
2024-04-29T15:00,20.0,55,0.00,100,1018.3,5.8,19.5,1022.8
2024-04-29T16:00,19.8,56,0.00,98,1018.0,4.6,19.1,1022.5
2024-04-29T17:00,19.1,64,0.00,92,1017.8,8.5,18.4,1022.3
2024-04-29T18:00,16.5,71,0.00,99,1017.9,17.6,17.3,1022.5
2024-04-29T19:00,15.0,72,0.00,99,1018.5,16.0,16.1,1023.1
2024-04-29T20:00,14.5,71,0.00,99,1018.6,17.5,15.3,1023.2
2024-04-29T21:00,13.4,72,0.00,100,1018.6,17.7,14.6,1023.2
2024-04-29T22:00,12.7,73,0.00,99,1018.2,17.4,14.0,1022.8
2024-04-29T23:00,12.3,74,0.00,94,1017.8,15.6,13.4,1022.4
2024-04-30T00:00,11.8,76,0.00,14,1017.5,13.9,12.9,1022.1
2024-04-30T01:00,11.6,77,0.00,34,1017.1,13.0,12.6,1021.7
